trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",20,8,23.043788514969535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",20,13,-8.452253048611,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,0,25.23388709724396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",20,14,10.007957428500854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",20,10,21.810166102188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,0,13.629523417757207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",35,10,37.699858556322226,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",20,14,10.604124728424276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",35,22,26.749753599402126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",20,7,20.39430868523418,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",20,16,6.926441641340467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",25,11,24.298201150095956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,16,7.948158247078604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",30,22,15.812410281364823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",25,7,25.95535049167132,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",35,23,22.85888760447162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,6,22.250962593606683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,12,-21.99785515260593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",20,16,10.34921503381397,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",20,14,7.513664652049339,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",35,19,26.504350628121713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",20,14,9.926119915857607,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",25,10,20.752676714485663,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",25,10,12.97607152961713,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",25,15,13.19427744191955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,16,6.131235874578787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,8,10.136073804726905,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",30,14,17.20812537376008,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",25,11,7.061915879837383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",20,10,-32.715541013112734,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,6,34.67113452867379,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",25,20,7.795408194809977,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",25,0,13.103342389308589,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,0,5.621413327649799,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",30,12,31.281887953965562,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,12,17.66423775840635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,10,19.25280375148741,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",25,3,0.9516535765655607,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",25,7,14.648508883263746,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",30,18,9.566274014253722,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,7,-50.46114873797813,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,10,28.463752845033817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,9,16.88194409875197,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",30,13,30.558738171171225,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,1,29.590449936090202,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",30,18,11.40032611957248,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",20,0,34.880949466712615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,12,16.55471152132973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",30,12,21.587824482614167,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",20,8,20.08264880657225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",20,6,9.148539180403237,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",25,8,28.004839968856494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,4,23.337969809998413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,16,9.042799198579335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,9,20.652193161240945,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,7,-22.35441282178505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",30,18,21.458549646891655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,14,22.68158941112898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,10,17.650312774957705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",25,7,25.007824762479768,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",25,1,10.803800491312128,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",35,21,22.696053931551294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,9,15.136731602894567,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",20,15,8.034569744647474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",25,0,30.995342808232067,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,5,28.36374170829418,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",25,8,21.85300262966681,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,7,-1.3114192128215443,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",20,9,9.49767613770151,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",25,15,19.09142153541707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,13,11.481648693732518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",30,8,18.917956289632038,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",25,19,11.989648259105742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",30,0,33.370344332984494,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",20,11,15.861706510602389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",25,15,18.413549398815395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",30,10,2.4158177027734835,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,11,6.140317234882308,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",30,12,-17.118865232013462,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",25,11,27.642391772320554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",25,20,9.363116966553036,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",25,18,12.944015772327258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",25,5,32.65450176790991,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",20,6,21.58444368545892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,3,23.655228092230953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",25,3,3.2785296762469196,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",20,10,17.14780263387426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",25,10,29.999726057514074,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,12,14.702791801425482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,6,-14.968149361551472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,10,14.140336636237013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,7,-19.9964627059851,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",35,11,40.44104300081738,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",25,0,32.12621836010755,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",25,10,7.030996673817174,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,6,27.268167868254096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",20,6,11.804062689161587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",25,15,1.8343580108304867,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,0,-31.76173020232626,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",30,20,18.00711273968744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",20,0,12.688414176824756,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",35,13,38.9039865319706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,11,17.551581221697713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",30,6,41.338850518607124,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",25,13,8.647744265405539,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,11,16.906280143753126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",25,11,27.270755796898037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",30,9,35.122234480828865,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,6,13.033702826460583,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,10,15.661695707582377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",25,17,13.399142495987329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,11,15.512802876625532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",25,0,3.53968481522109,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",20,11,16.196580110390794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",20,2,22.244302839184066,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",30,13,31.58267139335095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",30,1,49.272155855392796,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",25,10,25.30304661808408,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",20,7,2.7331979230634635,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,7,-13.944115174010458,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,7,19.450403663561918,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",25,1,-14.01223487048136,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,10,17.602142808758824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",25,13,18.783449560065865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,15,9.407777492933272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",20,6,19.447798555095556,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",25,0,26.383356890824775,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",30,22,13.615793700669165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,6,3.7724197332876943,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",30,16,26.391961361253024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,11,16.690395610691148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,13,12.359590513357055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,11,-18.045369405892053,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",25,15,-0.7184476691962312,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,14,8.700959979964827,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",25,0,11.188985588227723,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",20,5,27.170449700139788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",25,19,11.538059851118451,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",30,16,28.817841264161682,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",25,2,27.09650848320365,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",30,14,16.283460823110897,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",30,8,10.08461049143791,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",25,10,16.46995055138094,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",30,6,44.25758918581333,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",25,3,28.551210463544532,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",20,15,8.549700291888186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,3,33.635996315986446,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",20,13,13.171696005466552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",30,16,12.546224247545123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",35,16,33.83913008560853,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",20,0,16.564492309800816,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",30,13,32.01462649234197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,11,15.451564522640211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",20,9,17.07896115924595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",25,7,17.548208636097726,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,0,-17.22186262372896,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",25,11,27.081125390194913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",30,20,17.875291153537287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,2,29.332779159646872,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",30,0,32.22303467055312,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",20,15,8.646068165672109,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,13,15.33811368563358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,8,-8.282013807718865,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",25,18,11.783143592005572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",25,5,16.792663074937135,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",25,0,30.997915614912436,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",25,1,25.442443415372267,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",25,11,23.712445664316917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",35,20,20.278524423252367,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035806}",25,8,28.297488059140587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,10,20.992382015091064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,7,30.316329636228314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,5,20.526039540068627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,10,18.278200277176868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",30,16,-18.996388972367594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",30,22,15.787612657135758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",25,6,28.87343258771175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,12,16.69050340068952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,7,-11.850759303985802,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,11,14.089193304518904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,2,29.893351308336424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",20,14,12.169204856298903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",25,15,16.13993905653537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
